student_id,state,school_type,gender,age,class_level,distance_to_school_km,household_income_band,parent_education_level,num_siblings,part_time_work,has_scholarship,family_support,health_issues,attendance_rate_pct,term1_avg_score,term2_avg_score,term3_avg_score,overall_avg_score,extracurricular_involvement,risk_score_raw,dropout_risk_level
STU0363,Oyo,Public,Female,14,SS3,2.5,Low,Secondary,1,Yes,No,Yes,Yes,61.3,57.8,43.5,58.1,53.1,No,75.5,High
STU0364,Katsina,Public,Female,11,SS3,1.4,Low,Secondary,2,Yes,No,Yes,No,78.8,67.7,44.7,61.4,57.9,No,42.1,Medium
STU0365,Edo,Public,Female,12,JSS2,2.2,Low,Secondary,0,No,No,Yes,No,90.5,65.7,67.2,73.0,68.6,No,26.4,Low
STU0366,Edo,Public,Male,15,JSS1,1.4,Low,Primary,4,No,No,No,No,72.6,45.9,39.3,54.5,46.6,No,55.8,Medium
STU0367,Edo,Public,Male,17,JSS2,4.8,Low,Secondary,4,Yes,No,No,No,63.8,32.4,40.4,51.4,41.4,No,80.2,High
STU0368,Imo,Private,Male,15,JSS1,1.2,Low,Secondary,3,Yes,No,Yes,No,73.0,45.2,44.5,50.3,46.7,Yes,58.5,Medium
STU0369,Sokoto,Public,Female,13,SS3,1.9,Low,Tertiary,7,No,No,Yes,No,80.3,73.7,58.3,70.4,67.5,No,46.6,Medium
STU0370,Edo,Private,Female,11,JSS1,3.3,Middle,Tertiary,4,No,No,Yes,No,95.2,66.3,65.5,91.6,74.5,Yes,16.2,Low
STU0371,Plateau,Public,Male,18,JSS1,1.8,Low,Primary,4,Yes,Yes,Yes,No,66.9,51.3,57.5,49.8,52.9,No,66.2,High
STU0372,Kano,Private,Female,15,SS3,3.1,Low,None,7,No,No,No,Yes,71.9,49.3,40.1,52.4,47.3,Yes,49.8,Medium
STU0373,Oyo,Public,Female,11,JSS1,8.9,Low,None,2,No,No,Yes,No,73.9,62.8,66.1,40.3,56.4,No,43.7,Medium
STU0374,Katsina,Public,Female,16,JSS3,11.6,Low,Tertiary,1,Yes,No,Yes,No,54.3,46.4,49.1,47.8,47.8,No,72.3,High
STU0375,Katsina,Public,Female,18,JSS3,2.8,Low,Primary,1,Yes,No,Yes,No,74.0,49.1,38.9,43.7,43.9,No,70.9,High
STU0376,Kano,Private,Female,10,JSS2,0.5,Middle,Tertiary,7,No,No,Yes,No,90.9,86.7,79.0,64.8,76.8,Yes,18.6,Low
STU0377,Ogun,Private,Female,14,SS3,9.7,Low,None,4,Yes,No,Yes,No,54.2,56.4,40.9,22.7,40.0,No,89.2,High
STU0378,Edo,Public,Female,15,JSS2,1.1,Middle,Secondary,7,No,No,Yes,No,87.9,46.8,65.3,67.5,59.9,No,13.8,Low
STU0379,Oyo,Public,Male,17,JSS1,8.0,Low,Primary,7,No,No,No,Yes,69.2,43.1,32.0,59.9,45.0,Yes,71.5,High
STU0380,Enugu,Public,Male,11,SS1,7.0,Low,None,0,No,No,Yes,Yes,55.2,63.7,54.2,38.4,52.1,Yes,74.5,High
STU0381,Ogun,Private,Female,12,JSS1,10.1,Low,Secondary,5,Yes,No,No,Yes,45.9,47.6,38.3,37.9,41.3,Yes,103.9,High
STU0382,Oyo,Public,Male,12,JSS2,1.4,Middle,Tertiary,0,Yes,No,No,No,76.4,58.6,28.9,43.8,43.8,No,52.1,Medium
STU0383,Anambra,Public,Male,14,JSS3,0.8,Low,Tertiary,7,No,No,No,No,81.9,73.4,53.6,58.3,61.8,No,26.5,Low
STU0384,Katsina,Private,Female,18,SS1,9.2,Low,Tertiary,5,Yes,No,Yes,No,60.8,73.4,44.2,69.5,62.4,Yes,61.7,Medium
STU0385,Lagos,Public,Male,14,SS2,1.6,Low,Secondary,5,Yes,No,Yes,No,83.3,61.2,53.4,60.3,58.3,No,42.6,Medium
STU0386,Delta,Private,Male,17,JSS1,0.8,Low,Secondary,1,No,Yes,No,No,75.9,54.6,55.6,48.5,52.9,No,33.9,Low
STU0387,Kano,Public,Female,17,SS2,0.6,Low,Primary,2,Yes,No,Yes,No,79.1,34.0,54.5,46.7,45.1,Yes,44.7,Medium
STU0388,Imo,Public,Male,16,JSS2,0.9,Middle,Primary,2,Yes,No,No,No,78.1,42.9,35.9,47.7,42.2,Yes,58.9,Medium
STU0389,Edo,Private,Male,10,JSS2,1.9,Low,Primary,2,No,No,Yes,No,86.9,72.0,84.6,48.1,68.2,Yes,34.9,Low
STU0390,Katsina,Public,Male,10,SS2,1.5,Low,Secondary,4,No,No,No,No,86.9,36.9,51.2,70.2,52.8,No,41.3,Medium
STU0391,Edo,Public,Male,14,JSS1,1.6,Middle,Secondary,7,No,No,Yes,No,85.7,63.0,65.8,66.9,65.2,No,1.0,Low
STU0392,Oyo,Public,Male,13,JSS3,3.6,Low,Tertiary,0,Yes,No,No,No,58.3,54.1,53.1,45.7,51.0,Yes,81.6,High
STU0393,Kaduna,Private,Female,11,SS3,7.8,Middle,Secondary,5,Yes,No,Yes,No,61.1,37.4,48.0,63.4,49.6,Yes,65.1,High
STU0394,Enugu,Private,Male,14,JSS3,9.0,Middle,Tertiary,0,No,No,Yes,No,71.6,73.0,61.6,87.1,73.9,Yes,44.6,Medium
STU0395,Delta,Public,Male,18,SS1,1.0,Middle,Primary,5,No,No,Yes,No,80.1,60.5,58.1,52.3,57.0,No,24.3,Low
STU0396,Plateau,Public,Male,15,JSS2,1.5,Middle,Primary,7,Yes,No,Yes,No,75.8,56.0,38.9,45.1,46.7,Yes,29.4,Low
STU0397,Kaduna,Public,Female,16,JSS2,4.3,Low,None,4,Yes,No,Yes,No,60.8,46.3,70.9,41.8,53.0,Yes,66.2,High
STU0398,Sokoto,Public,Male,12,JSS2,2.1,Low,Secondary,1,No,No,Yes,No,83.9,59.8,66.2,71.8,65.9,No,18.3,Low
STU0399,Lagos,Public,Female,10,JSS2,0.7,Low,Primary,4,No,No,Yes,No,82.1,63.5,42.6,73.0,59.7,Yes,31.6,Low
STU0400,Plateau,Private,Male,18,SS1,0.8,Low,None,4,Yes,Yes,Yes,No,76.7,57.4,50.1,64.6,57.4,No,41.8,Medium
STU0401,Plateau,Public,Male,15,JSS1,10.4,Low,Secondary,4,No,Yes,Yes,No,74.9,60.7,70.5,55.7,62.3,No,34.7,Low
STU0402,Edo,Public,Male,10,JSS2,7.3,Middle,Primary,2,Yes,No,Yes,No,66.6,49.2,37.6,20.7,35.8,No,75.7,High
STU0403,Sokoto,Public,Female,11,SS3,3.9,Middle,Secondary,6,Yes,No,Yes,No,75.1,56.4,56.6,67.7,60.2,Yes,43.0,Medium
STU0404,Lagos,Public,Male,16,SS1,3.6,Low,Secondary,2,No,No,Yes,No,85.0,50.6,43.3,70.7,54.9,No,26.1,Low
STU0405,Kano,Private,Male,10,SS2,1.3,Low,Secondary,4,Yes,No,Yes,No,81.9,60.4,47.7,63.4,57.2,Yes,54.8,Medium
STU0406,Lagos,Private,Male,18,JSS3,4.1,Low,None,3,No,No,No,No,73.8,46.3,46.7,43.1,45.4,Yes,53.8,Medium
STU0407,Borno,Public,Male,17,SS3,1.7,Low,None,2,Yes,No,Yes,No,75.4,43.9,31.2,29.7,34.9,Yes,72.2,High
STU0408,Enugu,Public,Male,14,SS2,3.0,Low,Tertiary,5,No,No,Yes,No,87.7,72.7,70.9,72.7,72.1,Yes,20.0,Low
STU0409,Kano,Public,Male,16,JSS3,1.9,Low,Primary,5,Yes,No,Yes,No,71.9,23.2,41.5,53.8,39.5,No,72.3,High
STU0410,Lagos,Private,Female,16,SS2,2.8,High,Secondary,6,No,No,No,Yes,77.0,53.7,28.6,67.4,49.9,Yes,48.6,Medium
STU0411,Rivers,Private,Female,11,JSS1,0.9,Low,None,6,Yes,No,Yes,Yes,67.0,38.6,36.9,49.6,41.7,No,72.6,High
STU0412,Sokoto,Public,Female,18,JSS1,4.8,Low,Tertiary,2,No,No,No,No,83.4,69.2,48.4,43.5,53.7,No,43.8,Medium
STU0413,Katsina,Private,Male,16,SS2,8.4,Middle,Secondary,7,No,No,Yes,Yes,75.6,67.2,50.9,70.8,63.0,No,53.1,Medium
STU0414,Lagos,Public,Male,18,SS3,2.9,Middle,Secondary,4,No,No,Yes,Yes,79.5,67.9,58.6,67.0,64.5,Yes,29.2,Low
STU0415,Rivers,Private,Female,18,JSS3,1.2,Middle,Primary,1,No,No,Yes,No,93.5,50.8,50.3,54.2,51.8,Yes,1.9,Low
STU0416,Oyo,Public,Female,14,JSS1,7.4,High,Primary,4,No,No,Yes,No,83.4,48.9,54.3,47.7,50.3,No,26.8,Low
STU0417,Plateau,Public,Female,12,SS3,9.4,Middle,Tertiary,1,No,Yes,Yes,No,77.4,53.8,64.6,65.7,61.4,No,16.4,Low
STU0418,Sokoto,Public,Female,14,JSS2,6.3,Middle,Secondary,0,No,No,Yes,No,85.5,62.1,65.8,76.6,68.2,No,22.6,Low
STU0419,Sokoto,Public,Male,11,SS2,5.6,Middle,Primary,7,No,No,Yes,No,95.1,67.8,85.2,67.1,73.4,No,10.3,Low
STU0420,Delta,Public,Female,17,SS3,8.0,Middle,None,2,No,No,Yes,No,81.6,63.4,43.2,70.4,59.0,No,28.2,Low
STU0421,Rivers,Public,Female,12,SS3,1.9,Low,None,6,Yes,No,Yes,No,72.5,44.7,51.6,44.1,46.8,Yes,65.0,High
STU0422,Benue,Public,Male,10,JSS3,3.1,High,Secondary,3,No,No,Yes,No,93.1,75.4,94.9,72.0,80.8,Yes,21.6,Low
STU0423,Edo,Public,Female,11,JSS3,5.2,Middle,Primary,1,No,No,Yes,No,86.6,70.0,77.8,65.3,71.0,No,25.8,Low
STU0424,Katsina,Public,Female,16,SS2,14.7,High,Tertiary,1,No,No,Yes,No,91.3,92.4,73.1,63.7,76.4,Yes,10.4,Low
STU0425,Anambra,Private,Male,12,SS3,4.0,Low,Tertiary,3,No,Yes,No,No,79.1,61.2,63.1,57.7,60.7,No,37.1,Medium
STU0426,Rivers,Private,Male,15,JSS3,1.2,Middle,Secondary,0,Yes,No,No,No,65.1,49.8,46.0,38.9,44.9,Yes,60.1,Medium
STU0427,Kaduna,Public,Female,16,JSS1,2.0,High,Secondary,0,No,No,Yes,No,80.6,52.0,53.1,59.5,54.9,No,23.4,Low
STU0428,Imo,Public,Male,10,SS3,1.4,Low,Primary,4,Yes,No,No,No,63.2,35.6,47.7,44.7,42.7,No,72.5,High
STU0429,Benue,Public,Male,16,JSS2,1.3,Low,None,1,Yes,Yes,Yes,No,64.7,41.8,48.3,44.0,44.7,Yes,81.0,High
STU0430,Anambra,Private,Male,11,JSS1,2.5,Middle,None,5,No,Yes,Yes,No,92.2,71.9,62.3,55.3,63.2,Yes,-1.4,Low
STU0431,Katsina,Public,Male,16,JSS1,2.8,Low,Secondary,6,No,No,Yes,No,73.4,65.4,68.7,53.1,62.4,Yes,32.5,Low
STU0432,Imo,Private,Female,12,SS3,3.8,Low,Secondary,0,No,No,Yes,No,88.5,80.1,75.0,58.7,71.3,No,27.4,Low
STU0433,Kaduna,Public,Female,10,SS3,3.6,Low,Secondary,5,No,Yes,Yes,No,78.3,63.4,53.9,78.2,65.2,Yes,34.3,Low
STU0434,Enugu,Private,Male,16,JSS2,7.9,Low,None,4,Yes,No,No,No,56.3,35.9,30.0,25.5,30.5,Yes,101.3,High
STU0435,Rivers,Private,Male,10,SS2,5.1,High,Secondary,6,No,No,No,No,83.3,35.4,63.1,48.1,48.9,Yes,28.9,Low
STU0436,Ogun,Public,Female,11,JSS3,4.0,Middle,Tertiary,2,No,No,Yes,No,89.9,67.1,75.1,72.5,71.6,Yes,18.5,Low
STU0437,Katsina,Private,Female,11,JSS3,4.0,Middle,Primary,2,No,No,Yes,No,93.2,52.8,54.8,52.6,53.4,Yes,5.4,Low
STU0438,Rivers,Public,Male,17,SS1,3.8,Middle,None,2,No,No,No,Yes,88.4,53.6,41.2,46.1,47.0,No,37.5,Medium
STU0439,Katsina,Private,Female,10,JSS3,0.6,Low,Secondary,7,No,No,Yes,No,85.8,72.5,58.4,76.1,69.0,Yes,12.2,Low
STU0440,Anambra,Public,Female,14,SS1,2.8,High,None,0,No,No,Yes,No,98.8,56.9,61.1,46.1,54.7,No,-0.0,Low
STU0441,Edo,Public,Male,18,JSS2,1.3,Low,None,3,No,No,Yes,No,81.0,59.6,46.6,38.8,48.3,Yes,28.9,Low
STU0442,Benue,Private,Female,10,JSS2,5.5,Low,Tertiary,0,Yes,No,Yes,No,68.0,76.6,58.2,57.5,64.1,Yes,70.7,High
STU0443,Delta,Public,Female,13,SS3,1.5,Low,Secondary,7,No,No,No,No,73.9,48.5,57.7,44.6,50.3,Yes,71.9,High
STU0444,Enugu,Private,Male,15,SS1,12.1,Low,Primary,5,Yes,No,Yes,No,64.5,46.9,40.1,37.9,41.6,Yes,84.1,High
STU0445,Delta,Public,Male,12,JSS3,8.4,Middle,Primary,7,No,No,Yes,No,90.9,56.9,54.3,33.4,48.2,Yes,20.4,Low
STU0446,Rivers,Public,Male,10,JSS3,2.8,Middle,Tertiary,6,No,No,No,No,83.0,56.8,67.0,44.4,56.1,Yes,29.6,Low
STU0447,Edo,Public,Female,10,SS3,1.4,Middle,None,5,No,No,Yes,No,94.4,57.4,72.9,45.5,58.6,Yes,0.5,Low
STU0448,Oyo,Private,Female,10,SS2,4.6,Low,None,6,Yes,No,No,No,60.0,37.7,9.5,19.9,22.4,No,100.1,High
STU0449,Enugu,Public,Female,16,SS2,0.9,Middle,Secondary,7,No,No,Yes,Yes,90.5,76.1,85.5,60.6,74.1,Yes,13.0,Low
STU0450,Rivers,Private,Female,11,SS1,19.9,Low,Primary,7,Yes,No,Yes,No,51.7,29.6,55.1,55.4,46.7,Yes,102.1,High
STU0451,Ogun,Public,Male,18,JSS2,0.6,Middle,Primary,0,No,Yes,Yes,No,89.1,73.0,75.1,65.8,71.3,No,14.3,Low
STU0452,Kano,Private,Female,14,SS2,3.9,Middle,Tertiary,7,No,No,Yes,No,87.8,56.3,72.3,72.8,67.1,No,6.1,Low
STU0453,Rivers,Public,Male,12,JSS3,4.1,Middle,Tertiary,1,No,No,Yes,No,91.2,77.9,61.7,71.5,70.4,No,9.0,Low
STU0454,Ogun,Public,Male,14,SS1,5.3,Middle,Secondary,5,No,No,Yes,No,77.8,54.8,56.6,71.6,61.0,No,11.3,Low
STU0455,Katsina,Public,Male,14,JSS2,5.1,Middle,None,7,No,No,No,Yes,74.3,53.3,34.7,29.7,39.2,Yes,52.6,Medium
STU0456,Sokoto,Private,Female,13,JSS1,4.8,Low,Secondary,3,Yes,No,Yes,No,68.0,51.4,40.8,66.2,52.8,No,58.4,Medium
STU0457,Ogun,Public,Male,17,JSS3,3.0,Middle,Primary,4,No,Yes,No,No,91.0,65.8,52.0,35.2,51.0,No,19.9,Low
STU0458,Katsina,Public,Female,17,JSS3,1.8,Middle,Primary,6,No,No,Yes,No,93.3,38.6,63.3,64.1,55.3,Yes,10.9,Low
STU0459,Anambra,Private,Female,17,SS1,1.1,Middle,Secondary,4,No,No,No,No,81.5,62.9,53.1,34.8,50.3,No,28.8,Low
STU0460,Imo,Public,Male,14,SS3,1.6,Low,Secondary,3,No,No,No,No,71.9,57.5,60.8,52.4,56.9,No,41.6,Medium
STU0461,Sokoto,Private,Male,12,JSS1,5.3,Middle,Primary,4,No,No,No,No,78.7,31.4,27.6,47.1,35.4,Yes,45.3,Medium
STU0462,Edo,Public,Female,15,JSS3,11.5,Middle,Secondary,5,No,No,Yes,No,73.8,62.5,61.3,49.9,57.9,No,24.6,Low
STU0463,Lagos,Public,Male,12,JSS3,13.0,Low,Primary,4,No,No,Yes,No,69.9,64.3,50.5,41.2,52.0,No,47.5,Medium
STU0464,Plateau,Public,Female,14,SS2,0.6,Low,Secondary,0,No,No,Yes,No,76.4,60.3,53.4,75.6,63.1,Yes,17.0,Low
STU0465,Edo,Public,Female,13,SS2,6.4,Middle,Secondary,5,No,No,Yes,No,82.0,76.4,55.4,60.2,64.0,No,23.4,Low
STU0466,Kaduna,Public,Female,13,SS1,1.2,Middle,Tertiary,6,No,No,No,No,81.5,60.0,51.0,48.2,53.1,No,26.1,Low
STU0467,Sokoto,Public,Female,12,JSS2,1.9,High,Primary,3,No,Yes,Yes,No,91.3,69.4,45.3,39.9,51.5,No,16.8,Low
STU0468,Imo,Public,Female,15,JSS3,5.2,Low,Tertiary,2,No,Yes,Yes,No,88.9,76.9,74.8,81.9,77.9,No,28.5,Low
STU0469,Sokoto,Public,Male,18,JSS3,2.1,Low,Primary,6,No,No,Yes,No,82.8,45.4,42.5,63.9,50.6,No,42.5,Medium
STU0470,Imo,Public,Male,15,JSS1,6.3,Low,Primary,2,No,No,No,No,66.3,30.6,23.6,62.0,38.7,No,85.1,High
STU0471,Benue,Public,Male,14,JSS1,1.4,Low,Primary,5,Yes,No,Yes,No,74.6,48.6,53.5,47.7,49.9,Yes,60.9,Medium
STU0472,Kano,Private,Female,13,JSS2,1.2,Low,None,6,Yes,No,Yes,No,65.5,46.5,29.9,50.0,42.1,Yes,57.2,Medium
STU0473,Enugu,Public,Male,10,JSS2,1.6,Low,Secondary,2,Yes,Yes,Yes,Yes,62.3,63.6,33.7,47.9,48.4,No,80.4,High
STU0474,Edo,Public,Male,17,SS3,4.9,Middle,Secondary,7,No,No,No,No,88.7,63.8,59.3,35.0,52.7,No,27.6,Low
STU0475,Imo,Private,Female,12,SS1,2.0,Low,Primary,3,Yes,No,No,No,49.1,20.6,28.0,19.0,22.5,Yes,106.4,High
STU0476,Imo,Public,Male,18,SS1,1.0,Low,None,6,No,No,Yes,No,79.2,49.0,63.1,46.3,52.8,No,25.0,Low
STU0477,Enugu,Public,Male,14,SS3,1.5,Middle,Primary,2,No,No,Yes,No,87.2,53.2,63.2,41.8,52.7,No,13.1,Low
STU0478,Borno,Private,Female,14,JSS2,2.7,Middle,Secondary,4,Yes,No,Yes,No,84.0,59.3,63.6,42.5,55.1,Yes,45.9,Medium
STU0479,Benue,Public,Male,10,JSS2,2.9,Low,Secondary,5,No,No,Yes,No,90.5,62.8,62.1,52.4,59.1,No,31.9,Low
STU0480,Edo,Public,Male,16,SS1,0.8,Middle,Primary,5,No,No,Yes,No,83.4,40.8,44.7,69.1,51.5,No,23.4,Low
STU0481,Rivers,Public,Male,11,SS3,2.9,High,None,4,No,No,Yes,No,90.6,57.7,57.0,41.9,52.2,No,12.9,Low
STU0482,Lagos,Public,Male,18,JSS1,18.7,High,Primary,4,No,No,Yes,No,75.5,59.2,57.8,47.0,54.7,No,54.9,Medium
STU0483,Plateau,Public,Female,11,JSS3,0.9,Low,Tertiary,2,No,No,Yes,No,84.6,79.8,69.3,62.6,70.6,Yes,21.4,Low
STU0484,Delta,Private,Female,16,SS1,0.7,Middle,Secondary,0,Yes,No,Yes,No,71.9,62.0,61.7,69.0,64.2,No,51.7,Medium
STU0485,Benue,Public,Female,11,JSS2,7.7,Middle,Secondary,1,Yes,No,Yes,No,80.5,64.5,61.4,65.8,63.9,No,47.6,Medium
STU0486,Ogun,Private,Female,13,SS2,1.3,Middle,None,1,No,No,No,No,87.3,42.4,26.0,54.3,40.9,No,33.3,Low
STU0487,Benue,Public,Male,14,SS3,3.5,High,Primary,7,No,No,No,No,77.6,50.0,57.3,38.5,48.6,Yes,51.3,Medium
STU0488,Kaduna,Public,Male,14,JSS1,2.4,Low,Primary,6,Yes,No,Yes,Yes,69.9,64.3,26.4,58.3,49.7,No,60.8,Medium
STU0489,Edo,Public,Male,17,JSS1,0.5,Middle,Secondary,3,No,No,Yes,No,100.0,64.6,75.9,87.5,76.0,No,-3.9,Low
STU0490,Oyo,Private,Male,10,JSS2,2.0,Low,Secondary,0,Yes,No,Yes,No,78.2,56.4,63.9,61.5,60.6,Yes,48.2,Medium
STU0491,Enugu,Public,Male,12,SS3,7.7,Middle,Primary,6,No,No,No,No,75.5,57.8,35.6,36.0,43.1,No,49.9,Medium
STU0492,Kano,Public,Male,10,SS3,13.6,Low,Primary,1,Yes,No,Yes,No,55.5,44.9,41.9,39.1,42.0,Yes,94.0,High
STU0493,Enugu,Public,Male,14,JSS1,1.4,Middle,Primary,6,No,No,No,No,80.9,53.7,41.5,54.1,49.8,No,42.2,Medium
STU0494,Lagos,Private,Male,15,JSS3,4.9,Middle,Tertiary,3,No,No,Yes,No,84.4,50.9,66.7,61.5,59.7,Yes,27.5,Low
STU0495,Plateau,Private,Female,14,JSS3,0.9,Low,None,1,No,No,No,No,86.1,27.0,38.5,54.5,40.0,No,43.9,Medium
STU0496,Lagos,Private,Female,18,SS2,3.1,Middle,Tertiary,6,No,Yes,Yes,No,84.2,92.2,62.7,57.1,70.7,Yes,19.3,Low
STU0497,Ogun,Public,Male,15,JSS1,3.7,High,Primary,7,No,No,Yes,No,84.1,67.4,71.5,61.1,66.7,No,12.7,Low
STU0498,Benue,Public,Female,14,JSS2,4.0,Low,Primary,7,Yes,No,Yes,No,75.7,48.2,80.4,48.1,58.9,Yes,42.0,Medium
STU0499,Delta,Public,Male,18,SS2,8.9,Middle,Primary,1,No,No,Yes,No,83.9,41.5,49.3,53.5,48.1,Yes,27.4,Low
STU0500,Ogun,Public,Male,12,SS1,10.0,Low,Secondary,4,Yes,No,Yes,No,61.6,63.2,60.7,59.0,61.0,Yes,75.0,High
STU0501,Plateau,Private,Female,13,SS1,2.8,Middle,Tertiary,5,Yes,No,No,No,75.7,53.2,72.3,38.1,54.5,No,67.4,High
STU0502,Rivers,Public,Female,18,SS2,4.0,Middle,None,2,No,No,No,No,82.7,53.4,68.0,47.5,56.3,No,27.5,Low
STU0503,Edo,Public,Female,18,SS1,5.5,Low,None,6,No,No,Yes,Yes,70.9,41.1,38.7,61.1,47.0,No,65.6,High
STU0504,Kaduna,Public,Male,14,SS1,0.7,Low,Primary,3,No,No,Yes,No,90.5,54.4,73.1,67.7,65.1,No,13.1,Low
STU0505,Borno,Public,Female,12,JSS1,1.1,Low,Primary,5,Yes,No,No,No,67.0,38.4,36.5,45.0,40.0,No,83.0,High
STU0506,Oyo,Private,Female,11,SS1,3.2,Low,Secondary,4,Yes,No,Yes,Yes,67.5,44.7,53.2,43.2,47.0,Yes,63.3,Medium
STU0507,Ogun,Public,Female,15,JSS2,1.6,Low,Primary,5,No,No,No,No,87.2,49.9,47.7,53.0,50.2,Yes,38.5,Medium
STU0508,Kaduna,Public,Male,10,SS3,1.2,High,Tertiary,5,No,No,No,No,100.0,58.9,80.7,70.4,70.0,No,-0.8,Low
STU0509,Kano,Public,Male,17,SS1,5.5,Low,Tertiary,1,Yes,No,No,No,52.9,27.5,28.3,45.6,33.8,No,109.1,High
STU0510,Sokoto,Private,Female,17,SS3,0.9,Middle,Primary,0,No,No,Yes,No,84.8,73.3,59.9,61.2,64.8,No,25.3,Low
STU0511,Benue,Private,Female,17,SS2,4.2,Low,Secondary,2,No,No,Yes,No,69.1,71.7,69.5,58.9,66.7,No,39.0,Medium
STU0512,Anambra,Public,Female,16,SS2,1.7,Low,Secondary,5,Yes,No,Yes,Yes,52.9,36.9,57.6,28.3,40.9,Yes,94.3,High
STU0513,Enugu,Public,Male,13,SS2,1.1,Low,Secondary,0,Yes,Yes,Yes,No,79.3,68.0,62.4,57.4,62.6,Yes,48.7,Medium
STU0514,Katsina,Public,Female,14,JSS1,3.4,High,Secondary,3,No,No,Yes,No,83.6,54.8,53.4,73.5,60.6,Yes,9.9,Low
STU0515,Enugu,Public,Female,15,SS3,2.2,Low,Primary,3,Yes,No,Yes,No,72.9,44.6,44.9,53.3,47.6,No,56.2,Medium
STU0516,Borno,Public,Male,10,JSS3,4.3,High,None,3,No,No,No,No,84.0,22.7,46.1,62.3,43.7,No,36.1,Medium
STU0517,Anambra,Public,Male,16,SS2,0.9,Middle,Primary,6,No,No,Yes,No,100.0,65.3,74.2,52.6,64.0,Yes,2.8,Low
STU0518,Lagos,Public,Female,16,JSS3,0.8,Low,Secondary,5,No,No,Yes,No,91.4,69.8,59.0,57.7,62.2,No,14.4,Low
STU0519,Plateau,Public,Female,10,JSS1,4.1,Low,Primary,1,No,No,Yes,No,81.5,62.8,56.5,48.4,55.9,No,31.7,Low
STU0520,Rivers,Public,Male,18,JSS3,0.8,Middle,Secondary,4,Yes,No,Yes,No,82.7,51.3,54.6,62.8,56.2,Yes,33.9,Low
STU0521,Rivers,Public,Female,11,SS3,1.6,Low,Secondary,1,No,No,No,Yes,72.3,70.2,34.8,37.5,47.5,No,60.1,Medium
STU0522,Delta,Public,Male,16,JSS3,2.2,Low,None,5,No,No,Yes,No,88.5,55.6,61.2,52.1,56.3,Yes,16.0,Low
STU0523,Delta,Public,Female,11,SS2,2.3,Low,Secondary,4,Yes,No,Yes,Yes,71.3,55.7,53.1,37.1,48.6,Yes,62.9,Medium
STU0524,Benue,Public,Female,16,SS2,7.4,Low,Tertiary,5,Yes,No,No,No,57.1,43.4,26.9,41.8,37.4,No,101.5,High
STU0525,Rivers,Public,Female,13,JSS1,4.7,Low,Primary,6,Yes,No,Yes,No,68.9,55.4,52.6,51.9,53.3,Yes,56.8,Medium
STU0526,Anambra,Public,Male,10,JSS3,3.2,High,Primary,0,No,No,Yes,No,93.1,68.8,62.2,65.7,65.6,No,-0.4,Low
STU0527,Kaduna,Public,Female,12,JSS3,5.3,Low,Primary,4,Yes,No,Yes,No,79.1,53.0,41.0,68.1,54.0,No,53.2,Medium
STU0528,Delta,Public,Female,10,SS2,0.6,Low,Tertiary,2,No,No,Yes,No,77.5,48.3,56.1,64.5,56.3,No,42.9,Medium
STU0529,Benue,Public,Male,10,JSS3,1.3,Middle,Secondary,3,No,No,Yes,No,83.7,65.0,70.3,51.1,62.1,No,15.2,Low
STU0530,Enugu,Public,Female,18,SS1,2.7,Middle,Secondary,1,No,No,Yes,No,82.0,85.4,78.7,61.2,75.1,Yes,9.7,Low
STU0531,Imo,Public,Female,15,SS2,3.0,Low,Secondary,0,Yes,No,Yes,Yes,64.4,60.8,60.2,39.2,53.4,No,69.2,High
STU0532,Oyo,Public,Female,12,SS1,1.5,Low,Primary,0,Yes,No,No,Yes,61.6,44.1,47.0,25.1,38.7,No,102.3,High
STU0533,Katsina,Private,Female,17,JSS3,1.2,Middle,Primary,2,No,No,Yes,No,90.2,56.8,59.5,53.9,56.7,Yes,14.6,Low
STU0534,Kaduna,Public,Female,10,JSS1,3.6,Low,Secondary,7,Yes,No,Yes,No,64.9,41.9,69.5,47.0,52.8,No,63.0,Medium
STU0535,Oyo,Public,Male,13,JSS2,4.3,Low,Primary,1,Yes,No,No,No,57.5,57.1,18.8,18.9,31.6,No,103.9,High
STU0536,Katsina,Private,Male,12,SS1,5.7,Low,Secondary,7,Yes,No,Yes,No,73.5,59.6,49.5,45.0,51.4,No,57.8,Medium
STU0537,Imo,Private,Female,14,JSS2,6.4,Middle,Secondary,0,No,No,Yes,No,91.4,69.9,58.5,65.4,64.6,No,5.5,Low
STU0538,Kaduna,Public,Female,15,JSS1,0.5,Middle,Secondary,5,No,Yes,Yes,No,88.7,77.4,60.6,56.6,64.9,Yes,12.9,Low
STU0539,Anambra,Public,Female,10,JSS3,6.5,Middle,Secondary,5,No,No,Yes,No,85.6,67.2,58.9,54.7,60.3,No,26.0,Low
STU0540,Katsina,Private,Male,18,JSS1,2.1,Low,None,2,Yes,No,Yes,No,76.3,48.8,52.8,25.9,42.5,Yes,71.1,High
STU0541,Katsina,Public,Male,18,SS3,10.8,Low,Primary,3,Yes,No,Yes,No,70.7,63.1,38.6,47.2,49.6,No,66.6,High
STU0542,Anambra,Private,Male,18,JSS2,5.3,Middle,Tertiary,0,Yes,Yes,No,Yes,59.3,49.0,41.0,73.8,54.6,No,65.5,High
STU0543,Rivers,Public,Female,17,JSS2,5.4,Low,Secondary,4,No,No,No,No,82.1,46.7,41.5,56.2,48.1,Yes,54.2,Medium
